disease_group,disease_category,disease,gwas_id,protein,mr_method,snps,odds_ratio,ci_lower,ci_upper,pvalue
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,VNN1,Inverse variance weighted,31,0.997609215,0.996367536,0.998852441,0.000165212
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,VNN1,Inverse variance weighted (fixed effects),31,0.997609215,0.996367536,0.998852441,0.000165212
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,VNN1,Inverse variance weighted (multiplicative random effects),31,0.997609215,0.996392499,0.998827417,0.000120874
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VNN1,Inverse variance weighted,33,1.121199329,1.039363125,1.209479061,0.003092083
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VNN1,Inverse variance weighted (fixed effects),33,1.121199329,1.04608493,1.201707337,0.001223027
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VNN1,Inverse variance weighted (multiplicative random effects),33,1.121199329,1.039363125,1.209479061,0.003092083
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VNN1,Inverse variance weighted,33,1.120501992,1.039451497,1.207872343,0.002977462
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VNN1,Inverse variance weighted (fixed effects),33,1.120501992,1.045530641,1.200849277,0.001281242
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VNN1,Inverse variance weighted (multiplicative random effects),33,1.120501992,1.039451497,1.207872343,0.002977462
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VNN1,Inverse variance weighted,33,1.124177517,1.032078565,1.224495046,0.007274371
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VNN1,Inverse variance weighted (fixed effects),33,1.124177517,1.043118432,1.211535576,0.002172229
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VNN1,Inverse variance weighted (multiplicative random effects),33,1.124177517,1.032078565,1.224495046,0.007274371
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,VSNL1,Inverse variance weighted,8,0.943574972,0.910266857,0.978101885,0.001537254
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,VSNL1,Inverse variance weighted (fixed effects),8,0.943574972,0.910266857,0.978101885,0.001537254
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,VSNL1,Inverse variance weighted (multiplicative random effects),8,0.943574972,0.912739309,0.975452377,0.000612193
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,VSNL1,Inverse variance weighted,8,0.941358078,0.886272201,0.999867795,0.049495597
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,VSNL1,Inverse variance weighted (fixed effects),8,0.941358078,0.886272201,0.999867795,0.049495597
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,VSNL1,Inverse variance weighted (multiplicative random effects),8,0.941358078,0.910641857,0.973110366,0.000356355
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,VSNL1,Inverse variance weighted,9,0.932837898,0.87247131,0.99738127,0.041667997
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,VSNL1,Inverse variance weighted (fixed effects),9,0.932837898,0.87247131,0.99738127,0.041667997
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,VSNL1,Inverse variance weighted (multiplicative random effects),9,0.932837898,0.882138477,0.986451182,0.014750186
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,VSNL1,Inverse variance weighted,9,0.911498816,0.848834097,0.978789725,0.01077416
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,VSNL1,Inverse variance weighted (fixed effects),9,0.911498816,0.848834097,0.978789725,0.01077416
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,VSNL1,Inverse variance weighted (multiplicative random effects),9,0.911498816,0.857744923,0.968621404,0.002807767
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VSNL1,Inverse variance weighted,9,1.403939576,1.056386659,1.865837963,0.01938714
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VSNL1,Inverse variance weighted (fixed effects),9,1.403939576,1.056386659,1.865837963,0.01938714
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VSNL1,Inverse variance weighted (multiplicative random effects),9,1.403939576,1.168894583,1.686248154,0.000284075
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,VSNL1,Inverse variance weighted,9,1.105130742,1.010391476,1.208753226,0.028810081
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,VSNL1,Inverse variance weighted (fixed effects),9,1.105130742,1.032836376,1.182485421,0.003779479
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,VSNL1,Inverse variance weighted (multiplicative random effects),9,1.105130742,1.010391476,1.208753226,0.028810081
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,VWA1,Inverse variance weighted,6,1.084411156,1.003317207,1.172059592,0.04100183
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,VWA1,Inverse variance weighted (fixed effects),6,1.084411156,1.003317207,1.172059592,0.04100183
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,VWA1,Inverse variance weighted (multiplicative random effects),6,1.084411156,1.014355072,1.15930564,0.01739259
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWA1,Inverse variance weighted,6,1.069826551,1.001465074,1.142854484,0.045128474
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWA1,Inverse variance weighted (fixed effects),6,1.069826551,1.005667017,1.138079335,0.032428268
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWA1,Inverse variance weighted (multiplicative random effects),6,1.069826551,1.001465074,1.142854484,0.045128474
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST90018864,VWA1,Inverse variance weighted,6,0.931187047,0.872976534,0.993279067,0.03040615
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST90018864,VWA1,Inverse variance weighted (fixed effects),6,0.931187047,0.87351201,0.992670172,0.028850728
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST90018864,VWA1,Inverse variance weighted (multiplicative random effects),6,0.931187047,0.872976534,0.993279067,0.03040615
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VWA1,Inverse variance weighted,6,1.321245748,1.089625495,1.602101213,0.004613445
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VWA1,Inverse variance weighted (fixed effects),6,1.321245748,1.104399363,1.580669445,0.00232165
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,VWA1,Inverse variance weighted (multiplicative random effects),6,1.321245748,1.089625495,1.602101213,0.004613445
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VWA1,Inverse variance weighted,6,1.320198192,1.089111578,1.600316533,0.004661983
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VWA1,Inverse variance weighted (fixed effects),6,1.320198192,1.10379885,1.579022541,0.002356187
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,VWA1,Inverse variance weighted (multiplicative random effects),6,1.320198192,1.089111578,1.600316533,0.004661983
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VWA1,Inverse variance weighted,6,1.329199076,1.097305543,1.610098659,0.003622253
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VWA1,Inverse variance weighted (fixed effects),6,1.329199076,1.097305543,1.610098659,0.003622253
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,VWA1,Inverse variance weighted (multiplicative random effects),6,1.329199076,1.13396864,1.558041484,0.000446032
Neurological and psychiatric diseases,Dementia,Vascular dementia (subcortical),finn-b-VD_SC,VWA1,Inverse variance weighted,6,0.507454391,0.307170122,0.838330099,0.008084869
Neurological and psychiatric diseases,Dementia,Vascular dementia (subcortical),finn-b-VD_SC,VWA1,Inverse variance weighted (fixed effects),6,0.507454391,0.307170122,0.838330099,0.008084869
Neurological and psychiatric diseases,Dementia,Vascular dementia (subcortical),finn-b-VD_SC,VWA1,Inverse variance weighted (multiplicative random effects),6,0.507454391,0.360370737,0.714569559,0.000102539
Cardiovascular diseases,Heart Failure,All-cause Heart Failure,finn-b-I9_HEARTFAIL_ALLCAUSE,VWC2,Inverse variance weighted,17,1.056594508,1.005951223,1.109787363,0.02803645
Cardiovascular diseases,Heart Failure,All-cause Heart Failure,finn-b-I9_HEARTFAIL_ALLCAUSE,VWC2,Inverse variance weighted (fixed effects),17,1.056594508,1.005951223,1.109787363,0.02803645
Cardiovascular diseases,Heart Failure,All-cause Heart Failure,finn-b-I9_HEARTFAIL_ALLCAUSE,VWC2,Inverse variance weighted (multiplicative random effects),17,1.056594508,1.007321237,1.108277989,0.023859723
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,VWC2,Inverse variance weighted,17,0.999212131,0.99852289,0.999901847,0.025167912
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,VWC2,Inverse variance weighted (fixed effects),17,0.999212131,0.998552282,0.999872416,0.01935755
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,VWC2,Inverse variance weighted (multiplicative random effects),17,0.999212131,0.99852289,0.999901847,0.025167912
Cardiovascular diseases,Heart Failure,"Heart failure, not strict",finn-b-I9_HEARTFAIL_NS,VWC2,Inverse variance weighted,17,1.060725709,1.010164632,1.113817484,0.017988334
Cardiovascular diseases,Heart Failure,"Heart failure, not strict",finn-b-I9_HEARTFAIL_NS,VWC2,Inverse variance weighted (fixed effects),17,1.060725709,1.010164632,1.113817484,0.017988334
Cardiovascular diseases,Heart Failure,"Heart failure, not strict",finn-b-I9_HEARTFAIL_NS,VWC2,Inverse variance weighted (multiplicative random effects),17,1.060725709,1.010769792,1.113150628,0.016609978
Cardiovascular diseases,Heart Failure,"Heart failure,strict",finn-b-I9_HEARTFAIL,VWC2,Inverse variance weighted,17,1.089811067,1.02308278,1.160891557,0.007632671
Cardiovascular diseases,Heart Failure,"Heart failure,strict",finn-b-I9_HEARTFAIL,VWC2,Inverse variance weighted (fixed effects),17,1.089811067,1.02308278,1.160891557,0.007632671
Cardiovascular diseases,Heart Failure,"Heart failure,strict",finn-b-I9_HEARTFAIL,VWC2,Inverse variance weighted (multiplicative random effects),17,1.089811067,1.024291361,1.159521799,0.00655388
Neurological and psychiatric diseases,Dementia,Dementia,finn-b-F5_DEMENTIA,VWC2,Inverse variance weighted,17,0.875861579,0.805280505,0.952628929,0.001987271
Neurological and psychiatric diseases,Dementia,Dementia,finn-b-F5_DEMENTIA,VWC2,Inverse variance weighted (fixed effects),17,0.875861579,0.805280505,0.952628929,0.001987271
Neurological and psychiatric diseases,Dementia,Dementia,finn-b-F5_DEMENTIA,VWC2,Inverse variance weighted (multiplicative random effects),17,0.875861579,0.819921622,0.935618093,8.28e-05
Neurological and psychiatric diseases,Dementia,"Dementia, including avohilmo",finn-b-F5_DEMENTIA_INCLAVO,VWC2,Inverse variance weighted,17,0.878834646,0.808375719,0.955434851,0.002451925
Neurological and psychiatric diseases,Dementia,"Dementia, including avohilmo",finn-b-F5_DEMENTIA_INCLAVO,VWC2,Inverse variance weighted (fixed effects),17,0.878834646,0.808375719,0.955434851,0.002451925
Neurological and psychiatric diseases,Dementia,"Dementia, including avohilmo",finn-b-F5_DEMENTIA_INCLAVO,VWC2,Inverse variance weighted (multiplicative random effects),17,0.878834646,0.818835974,0.943229608,0.000343627
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWC2,Inverse variance weighted,17,1.052244364,1.003017826,1.103886863,0.037226795
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWC2,Inverse variance weighted (fixed effects),17,1.052244364,1.003017826,1.103886863,0.037226795
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,finn-b-F5_DEPRESSIO,VWC2,Inverse variance weighted (multiplicative random effects),17,1.052244364,1.007543928,1.098927968,0.021485722
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VWC2,Inverse variance weighted,17,0.877800224,0.785770129,0.980608966,0.02108108
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VWC2,Inverse variance weighted (fixed effects),17,0.877800224,0.785770129,0.980608966,0.02108108
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,VWC2,Inverse variance weighted (multiplicative random effects),17,0.877800224,0.801416324,0.961464362,0.005015196
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,VWC2,Inverse variance weighted,17,0.858306669,0.746798545,0.986464613,0.031402637
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,VWC2,Inverse variance weighted (fixed effects),17,0.858306669,0.746798545,0.986464613,0.031402637
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,VWC2,Inverse variance weighted (multiplicative random effects),17,0.858306669,0.767566169,0.959774372,0.007358015
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,VWC2,Inverse variance weighted,17,0.685447431,0.476852491,0.985290399,0.04134599
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,VWC2,Inverse variance weighted (fixed effects),17,0.685447431,0.494705989,0.949732146,0.023208695
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,VWC2,Inverse variance weighted (multiplicative random effects),17,0.685447431,0.476852491,0.985290399,0.04134599
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST005843,WFDC2,Inverse variance weighted,2,0.836466494,0.725815998,0.963985634,0.0136378
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST005843,WFDC2,Inverse variance weighted (fixed effects),2,0.836466494,0.725815998,0.963985634,0.0136378
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST005843,WFDC2,Inverse variance weighted (multiplicative random effects),2,0.836466494,0.756787237,0.924534877,0.000471755
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,WFDC2,Inverse variance weighted,2,0.620910072,0.444306871,0.867709555,0.005254105
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,WFDC2,Inverse variance weighted (fixed effects),2,0.620910072,0.444306871,0.867709555,0.005254105
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,WFDC2,Inverse variance weighted (multiplicative random effects),2,0.620910072,0.501522119,0.768718472,1.22e-05
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST005838,WFDC2,Inverse variance weighted,2,0.855679395,0.74738033,0.979671525,0.023978603
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST005838,WFDC2,Inverse variance weighted (fixed effects),2,0.855679395,0.74738033,0.979671525,0.023978603
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST005838,WFDC2,Inverse variance weighted (multiplicative random effects),2,0.855679395,0.815096799,0.898282546,3.23e-10
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,XCL1,Inverse variance weighted,21,1.089982385,1.013431698,1.172315414,0.020388496
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,XCL1,Inverse variance weighted (fixed effects),21,1.089982385,1.013431698,1.172315414,0.020388496
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,XCL1,Inverse variance weighted (multiplicative random effects),21,1.089982385,1.016619787,1.168639068,0.015364989
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,XCL1,Inverse variance weighted,19,1.054146175,1.00636035,1.104201053,0.02588908
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,XCL1,Inverse variance weighted (fixed effects),19,1.054146175,1.00636035,1.104201053,0.02588908
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,XCL1,Inverse variance weighted (multiplicative random effects),19,1.054146175,1.014417242,1.095431063,0.007138656
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,XCL1,Inverse variance weighted,18,1.103253147,1.001051646,1.215888823,0.04756972
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,XCL1,Inverse variance weighted (fixed effects),18,1.103253147,1.001051646,1.215888823,0.04756972
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,finn-b-F5_SCHZPHR,XCL1,Inverse variance weighted (multiplicative random effects),18,1.103253147,1.014578335,1.199678196,0.021530428
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,YAP1,Wald ratio,1,1.045463381,1.018152372,1.073506982,0.000994681
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST90018877,YAP1,Wald ratio,1,0.739715723,0.55396017,0.987759374,0.041005117
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,YAP1,Wald ratio,1,2.358348636,1.173715341,4.73863474,0.01595646
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,RBKS,Inverse variance weighted (multiplicative random effects),6,0.907558356,0.831735935,0.990292875,0.029320835
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,RBKS,Inverse variance weighted,6,0.907558356,0.82624419,0.996874992,0.042831041
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,RBKS,Inverse variance weighted (fixed effects),6,0.907558356,0.82624419,0.996874992,0.042831041
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,GDF15,Inverse variance weighted,8,0.810956866,0.710603693,0.925482156,0.0018772
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,GDF15,Inverse variance weighted (fixed effects),8,0.810956866,0.710603693,0.925482156,0.0018772
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ANGPT2,Inverse variance weighted,5,0.813827829,0.675995417,0.979763648,0.029559871
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ANGPT2,Inverse variance weighted (fixed effects),5,0.813827829,0.675995417,0.979763648,0.029559871
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ANGPT2,Inverse variance weighted (multiplicative random effects),5,0.813827829,0.700584077,0.945376518,0.007043263
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ANGPT2,Inverse variance weighted,5,0.755193777,0.598733506,0.952540046,0.017763926
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ANGPT2,Inverse variance weighted (fixed effects),5,0.755193777,0.598733506,0.952540046,0.017763926
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ANGPT2,Inverse variance weighted (multiplicative random effects),5,0.755193777,0.611380964,0.93283513,0.009185695
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ANGPT2,Inverse variance weighted,5,0.952846478,0.914127045,0.993205939,0.022483822
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ANGPT2,Inverse variance weighted (fixed effects),5,0.952846478,0.914127045,0.993205939,0.022483822
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,ANGPT2,Inverse variance weighted (multiplicative random effects),5,0.952846478,0.923819504,0.982785496,0.002212553
Neurological and psychiatric diseases,Dementia,Vascular dementia (multiple infarctations),finn-b-VD_MI,ANGPT2,Inverse variance weighted,5,0.280549157,0.081771075,0.962538767,0.043310651
Neurological and psychiatric diseases,Dementia,Vascular dementia (multiple infarctations),finn-b-VD_MI,ANGPT2,Inverse variance weighted (fixed effects),5,0.280549157,0.109361261,0.719704846,0.008186061
Neurological and psychiatric diseases,Dementia,Vascular dementia (multiple infarctations),finn-b-VD_MI,ANGPT2,Inverse variance weighted (multiplicative random effects),5,0.280549157,0.081771075,0.962538767,0.043310651
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,BCAN,Inverse variance weighted,4,0.705827125,0.536679102,0.928286434,0.012689395
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,BCAN,Inverse variance weighted (fixed effects),4,0.705827125,0.536679102,0.928286434,0.012689395
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,BCAN,Inverse variance weighted (multiplicative random effects),4,0.705827125,0.62151671,0.801574474,7.97e-08
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,BCAN,Inverse variance weighted,4,0.705470869,0.536821108,0.92710428,0.012314176
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,BCAN,Inverse variance weighted (fixed effects),4,0.705470869,0.536821108,0.92710428,0.012314176
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,BCAN,Inverse variance weighted (multiplicative random effects),4,0.705470869,0.62581053,0.795271289,1.15e-08
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,BCAN,Inverse variance weighted,4,0.703156626,0.523237806,0.944941737,0.019513413
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,BCAN,Inverse variance weighted (fixed effects),4,0.703156626,0.523237806,0.944941737,0.019513413
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,BCAN,Inverse variance weighted (multiplicative random effects),4,0.703156626,0.592683649,0.834221159,5.38e-05
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,CCN5,Inverse variance weighted,8,0.922357881,0.862140428,0.986781309,0.018960614
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,CCN5,Inverse variance weighted (fixed effects),8,0.922357881,0.862140428,0.986781309,0.018960614
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,CCN5,Inverse variance weighted (multiplicative random effects),8,0.922357881,0.885654411,0.960582424,9.57e-05
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,CCN5,Inverse variance weighted,6,1.033856289,1.000661594,1.068152143,0.045530317
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,CCN5,Inverse variance weighted (fixed effects),6,1.033856289,1.000661594,1.068152143,0.045530317
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,CCN5,Inverse variance weighted (multiplicative random effects),6,1.033856289,1.006349948,1.062114455,0.015516977
Cardiovascular diseases,Arrhythmias,Arrhythmia,ebi-a-GCST90038611,CDHR2,Inverse variance weighted,2,1.004558287,1.000077298,1.009059354,0.046164366
Cardiovascular diseases,Arrhythmias,Arrhythmia,ebi-a-GCST90038611,CDHR2,Inverse variance weighted (fixed effects),2,1.004558287,1.000077298,1.009059354,0.046164366
Cardiovascular diseases,Arrhythmias,Arrhythmia,ebi-a-GCST90038611,CDHR2,Inverse variance weighted (multiplicative random effects),2,1.004558287,1.001508605,1.007617255,0.00337033
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,CDHR2,Inverse variance weighted,2,1.005422951,1.002265607,1.008590241,0.000751026
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,CDHR2,Inverse variance weighted (fixed effects),2,1.005422951,1.002265607,1.008590241,0.000751026
Cardiovascular diseases,Arrhythmias,Atrial fibrillation,ebi-a-GCST90038689,CDHR2,Inverse variance weighted (multiplicative random effects),2,1.005422951,1.004062474,1.006785271,4.94e-15
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,CDHR2,Inverse variance weighted,2,1.771631054,1.113756446,2.818099599,0.015737661
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,CDHR2,Inverse variance weighted (fixed effects),2,1.771631054,1.113756446,2.818099599,0.015737661
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,CDHR2,Inverse variance weighted (multiplicative random effects),2,1.771631054,1.602325324,1.958826055,6.43e-29
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia or delusion,finn-b-KRA_PSY_SCHIZODEL,CDHR2,Inverse variance weighted,2,1.647701066,1.103369669,2.46057045,0.014655148
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia or delusion,finn-b-KRA_PSY_SCHIZODEL,CDHR2,Inverse variance weighted (fixed effects),2,1.647701066,1.103369669,2.46057045,0.014655148
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia or delusion,finn-b-KRA_PSY_SCHIZODEL,CDHR2,Inverse variance weighted (multiplicative random effects),2,1.647701066,1.437925908,1.88807976,6.6e-13
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,COL5A1,Inverse variance weighted,8,0.887344897,0.789981362,0.996708281,0.043841518
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,COL5A1,Inverse variance weighted (fixed effects),8,0.887344897,0.816399734,0.964455196,0.004934616
