model,mri_category,mri_trait,protein,n,beta,pvalue
Primary analysis,Susceptibility weighted MRI,Median T2star in substantia nigra (right),TF;Serotransferrin,3662,0.0972969006153933,3.63806815791453e-09
Primary analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3759,0.104851501812817,1.16251383815766e-10
Primary analysis,DTI dMRI,Mean L3 in genu of corpus callosum on FA skeleton,NCAN;Neurocan core protein,5550,-0.0790368773870092,3.72389018509951e-09
Primary analysis,DTI dMRI,Mean MD in fornix cres+stria terminalis on FA skeleton (right),OMG;Oligodendrocyte-myelin glycoprotein,5419,-0.0799667140895158,3.75267727470597e-09
Primary analysis,Volume of global and regional brain,"Volume of brain, grey+white matter",SLITRK1;SLIT and NTRK-like protein 1,3868,0.103229736344613,1.23216972142012e-10
Primary analysis,DTI dMRI,Mean L2 in body of corpus callosum on FA skeleton,NCAN;Neurocan core protein,5537,-0.0790907337962167,3.78956367675454e-09
Primary analysis,Volume of global and regional brain,"Volume of brain, grey+white matter (normalised for head size)",SLITRK1;SLIT and NTRK-like protein 1,3868,0.100559322475858,3.65755954383674e-10
Primary analysis,Volume of global and regional brain,Volume of grey matter in Frontal Pole (left),SLITRK1;SLIT and NTRK-like protein 1,3867,0.0974061656575648,1.28147851707502e-09
Primary analysis,DTI dMRI,Weighted-mean L3 in tract superior thalamic radiation (right),OMG;Oligodendrocyte-myelin glycoprotein,5465,-0.0794802655794769,4.01450815189134e-09
Primary analysis,NODDI dMRI,Mean ISOVF in genu of corpus callosum on FA skeleton,KLK6;Kallikrein-6,5498,-0.0792395656091244,4.01895283162453e-09
Primary analysis,NODDI dMRI,Mean ISOVF in fornix on FA skeleton,BCAN;Brevican core protein,5465,-0.0794419486507995,4.08414073367689e-09
Primary analysis,Susceptibility weighted MRI,Median magnetic susceptibility in thalamus (right),SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,5121,0.0820225225308177,4.15001383054762e-09
Primary analysis,Susceptibility weighted MRI,Median T2star in caudate (left),CDHR2;Cadherin-related family member 2,5180,-0.0815404150292989,4.17727592651253e-09
Primary analysis,Volume of global and regional brain,Volume of superiorparietal (left hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0976421648449084,1.98713146973925e-09
Primary analysis,Susceptibility weighted MRI,Median magnetic susceptibility in hippocampus (right),TF;Serotransferrin,3661,-0.0969133355373216,4.21086378624881e-09
Primary analysis,Susceptibility weighted MRI,Median T2star in putamen (left),FLT3LG;Fms-related tyrosine kinase 3 ligand,5258,-0.0809083698364938,4.22660395213381e-09
Primary analysis,DTI dMRI,Mean L3 in superior corona radiata on FA skeleton (left),GFAP;Glial fibrillary acidic protein,5353,0.0801779240363153,4.24782065522262e-09
Primary analysis,Cortical surface area,Area of S-front-middle (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,5464,0.0793488196700569,4.2721579103373e-09
Primary analysis,DTI dMRI,Mean L2 in fornix cres+stria terminalis on FA skeleton (right),BCAN;Brevican core protein,5426,-0.079611646695952,4.29854178636736e-09
Primary analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),KLK6;Kallikrein-6,5439,0.079509984153953,4.31147721356352e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter in Postcentral Gyrus (right),SLITRK1;SLIT and NTRK-like protein 1,3867,0.0954917080472429,2.68384910124297e-09
Primary analysis,DTI dMRI,Weighted-mean L2 in tract superior longitudinal fasciculus (right),GFAP;Glial fibrillary acidic protein,5361,0.0800749473351181,4.3302410472419e-09
Primary analysis,Cortical surface area,Area of TotalSurface (right hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3870,0.094154080078778,4.39995621792683e-09
Primary analysis,Volume of global and regional brain,Volume of G-front-inf-Opercular (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0961144547996313,3.53595828499584e-09
Primary analysis,Regional and tissue intensity,Mean intensity of Pallidum (right hemisphere),NCAN;Neurocan core protein,5458,-0.0792746226053905,4.503193246111e-09
Primary analysis,Volume of global and regional brain,Volume of G-parietal-sup (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0958091174928778,3.96343143443914e-09
Primary analysis,DTI dMRI,Mean MD in fornix on FA skeleton,GDF15;Growth/differentiation factor 15,5564,0.0784977796420145,4.54422805372623e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter in Insular Cortex (left),SLITRK1;SLIT and NTRK-like protein 1,3865,0.0929356051440404,7.10656119075307e-09
Primary analysis,NODDI dMRI,Mean ICVF in superior corona radiata on FA skeleton (right),OMG;Oligodendrocyte-myelin glycoprotein,5460,0.0792255642758688,4.57336831381221e-09
Primary analysis,DTI dMRI,Mean FA in body of corpus callosum on FA skeleton,NCAN;Neurocan core protein,5550,0.0785622262244802,4.61489549122485e-09
Primary analysis,Volume of global and regional brain,Volume of G-orbital (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0942286962735687,7.11503765446815e-09
Primary analysis,Cortical surface area,Area of precuneus (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,5378,0.0797615879301849,4.70516182942609e-09
Primary analysis,Regional and tissue intensity,Mean intensity of Putamen (left hemisphere),ESM1;Endothelial cell-specific molecule 1,5410,-0.0795182058653997,4.721467751527e-09
Primary analysis,NODDI dMRI,Weighted-mean OD in tract corticospinal tract (right),COL1A1;Collagen alpha-1(I) chain,5564,0.0783979955329572,4.75345924645256e-09
Primary analysis,DTI dMRI,Mean L2 in body of corpus callosum on FA skeleton,OMG;Oligodendrocyte-myelin glycoprotein,5455,-0.0791703822787486,4.7639093017837e-09
Primary analysis,Cortical surface area,Area of superiorparietal (left hemisphere),VGF;Neurosecretory protein VGF,3873,0.0939032471911837,4.77080121462157e-09
Primary analysis,Volume of global and regional brain,Volume of superiorparietal (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0941531658462971,7.31507902022712e-09
Primary analysis,DTI dMRI,Mean L2 in fornix on FA skeleton,GDF15;Growth/differentiation factor 15,5563,0.0783588930259879,4.85331708745958e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter in Precentral Gyrus (right),SLITRK1;SLIT and NTRK-like protein 1,3867,0.092704159150979,7.67688148606686e-09
Primary analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),SOST;Sclerostin,5432,-0.0879754398210175,8.29899413099737e-11
Primary analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),SPP1;Osteopontin,5490,-0.097670423064925,4.09022379004711e-13
Primary analysis,DTI dMRI,Weighted-mean L1 in tract middle cerebellar peduncle,CLC;Galectin-10,5477,0.0788675309325211,5.0808311554304e-09
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter (normalised for head size),SPP1;Osteopontin,5640,-0.0875012881795631,4.62563886145972e-11
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter,SPP1;Osteopontin,5640,-0.0835737999418603,3.25761495397757e-10
Primary analysis,DTI dMRI,Weighted-mean L3 in tract superior longitudinal fasciculus (right),GFAP;Glial fibrillary acidic protein,5363,0.0796521601405813,5.18729745481434e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter (normalised for head size),SPP1;Osteopontin,5639,-0.0824377006487171,5.6571277060911e-10
Primary analysis,Cortical surface area,Area of precuneus (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,5379,0.0794860886373118,5.29819688014844e-09
Primary analysis,NODDI dMRI,Mean ISOVF in posterior corona radiata on FA skeleton (right),PTPRB;Receptor-type tyrosine-protein phosphatase beta,3917,0.0930644712205685,5.36823465069138e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter in Putamen (left),SPP1;Osteopontin,5629,0.0790721135165305,2.84150731555127e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter (normalised for head size),SRPX;Sushi repeat-containing protein SRPX,3994,-0.0950222923166598,1.77715174384089e-09
Primary analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),STC2;Stanniocalcin-2,5402,-0.0840645963776593,6.08819357562532e-10
Primary analysis,DTI dMRI,Mean L3 in corticospinal tract on FA skeleton (right),CLC;Galectin-10,5471,-0.0786796481677787,5.63176452019754e-09
Primary analysis,DTI dMRI,Mean L3 in superior cerebellar peduncle on FA skeleton (right),OMG;Oligodendrocyte-myelin glycoprotein,5470,-0.0786162876067265,5.81125057887316e-09
Primary analysis,DTI dMRI,Mean L2 in fornix cres+stria terminalis on FA skeleton (left),BCAN;Brevican core protein,5420,-0.0789762477479748,5.81347985387293e-09
Primary analysis,Regional and tissue intensity,Mean intensity of Inf-Lat-Vent (left hemisphere),OMG;Oligodendrocyte-myelin glycoprotein,5402,0.0791013439647227,5.82896720866902e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter in Frontal Operculum Cortex (right),STC2;Stanniocalcin-2,5559,0.077681675458038,6.6589586258647e-09
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter (normalised for head size),SUSD2;Sushi domain-containing protein 2,5573,-0.0815262514360233,1.09490180096399e-09
Primary analysis,DTI dMRI,Weighted-mean L1 in tract superior thalamic radiation (right),LILRA5;Leukocyte immunoglobulin-like receptor subfamily A member 5,5500,0.0783612136533382,5.91825506642551e-09
Primary analysis,DTI dMRI,Mean MD in fornix on FA skeleton,BCAN;Brevican core protein,5461,-0.0786281088132644,5.94902732445662e-09
Primary analysis,Cortical surface area,Area of TotalSurface (left hemisphere),PRRT3;Proline-rich transmembrane protein 3,3777,0.0944888618332142,5.95099867778367e-09
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter,SUSD2;Sushi domain-containing protein 2,5573,-0.0791616937351829,3.267073310677e-09
Primary analysis,Cortical surface area,Area of S-parieto-occipital (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,5379,0.0791931048440447,6.02940915830588e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter (normalised for head size),SUSD2;Sushi domain-containing protein 2,5572,-0.0781849504884336,5.10177929510474e-09
Primary analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),TFPI;Tissue factor pathway inhibitor,5407,0.089425791555778,4.47700402836311e-11
Primary analysis,Volume of global and regional brain,Volume of grey matter,TIMP4;Metalloproteinase inhibitor 4,5573,-0.0818402782992135,9.44729775187373e-10
Primary analysis,Cortical surface area,Area of insula (left hemisphere),NCAN;Neurocan core protein,5483,0.0783912392555062,6.16275272643406e-09
Primary analysis,DTI dMRI,Mean L3 in fornix cres+stria terminalis on FA skeleton (right),OMG;Oligodendrocyte-myelin glycoprotein,5419,-0.0788451896618165,6.18015086772466e-09
Primary analysis,Cortical surface area,Area of precuneus (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3759,0.0946089440437906,6.18603939115615e-09
Primary analysis,DTI dMRI,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),GFAP;Glial fibrillary acidic protein,5368,0.0791997632008629,6.22949235607562e-09
Primary analysis,Cortical surface area,Area of pericalcarine (left hemisphere),NCAN;Neurocan core protein,5485,0.0783402325317483,6.26422802901513e-09
Primary analysis,Volume of global and regional brain,Volume of grey matter (normalised for head size),TIMP4;Metalloproteinase inhibitor 4,5572,-0.080965093811952,1.42802339606991e-09
Primary analysis,Cortical surface area,Area of TotalSurface (left hemisphere),APLP1;Amyloid-like protein 1,5439,0.0786478724276777,6.32568644334312e-09
Primary analysis,NODDI dMRI,Weighted-mean OD in tract corticospinal tract (right),DMP1;Dentin matrix acidic phosphoprotein 1,3833,0.0936238879378459,6.35118665698458e-09
Primary analysis,DTI dMRI,Mean L2 in cerebral peduncle on FA skeleton (left),GFAP;Glial fibrillary acidic protein,5371,0.0791177972884977,6.39571512581907e-09
Primary analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),TIMP4;Metalloproteinase inhibitor 4,5420,-0.0786262317160862,6.78531549398466e-09
Primary analysis,DTI dMRI,Mean MO in fornix on FA skeleton,OMG;Oligodendrocyte-myelin glycoprotein,5278,0.0797643999055207,6.52376330566774e-09
Primary analysis,Susceptibility weighted MRI,Median magnetic susceptibility in substantia nigra (left),NELL2;Protein kinase C-binding protein NELL2,5121,-0.0809690268301957,6.53912446499251e-09
Primary analysis,Cortical surface area,Area of TotalSurface (right hemisphere),LRTM2;Leucine-rich repeat and transmembrane domain-containing protein 2,3874,0.0930462213366315,6.55073323765397e-09
Primary analysis,NODDI dMRI,Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),MOG;Myelin-oligodendrocyte glycoprotein,5531,-0.0779001383348758,6.59228330056201e-09
Primary analysis,Volume of global and regional brain,Volume of Brain-Stem (whole brain),TMPRSS5;Transmembrane protease serine 5,5370,0.0916660303979091,1.69754908127055e-11
Primary analysis,DTI dMRI,Weighted-mean L3 in tract forceps minor,GFAP;Glial fibrillary acidic protein,5371,0.0790187660752934,6.68001504236161e-09
Primary analysis,DTI dMRI,Mean L3 in fornix cres+stria terminalis on FA skeleton (right),GDF15;Growth/differentiation factor 15,5513,0.0779763118472934,6.74218148650933e-09
Primary analysis,Volume of global and regional brain,Volume of Whole-brainstem (whole brain),TMPRSS5;Transmembrane protease serine 5,5370,0.0914802897513429,1.86490101195633e-11
Primary analysis,Volume of global and regional brain,Volume of Pons (whole brain),TMPRSS5;Transmembrane protease serine 5,5370,0.0868687448819886,1.81369619452287e-10
Primary analysis,DTI dMRI,Mean MD in retrolenticular part of internal capsule on FA skeleton (left),GFAP;Glial fibrillary acidic protein,5373,0.0789613874621829,6.80640853471861e-09
Primary analysis,Volume of global and regional brain,Volume of Medulla (whole brain),TMPRSS5;Transmembrane protease serine 5,5369,0.0803231293031823,3.77625176596792e-09
Primary analysis,NODDI dMRI,Mean ICVF in cerebral peduncle on FA skeleton (left),AHSP;Alpha-hemoglobin-stabilizing protein,5480,0.0781418240200731,6.94932013237821e-09
Primary analysis,Volume of global and regional brain,Volume of Midbrain (whole brain),TMPRSS5;Transmembrane protease serine 5,5370,0.0797181039722684,4.92411693769749e-09
Primary analysis,DTI dMRI,Mean L2 in sagittal stratum on FA skeleton (right),GSN;Gelsolin,3914,-0.0923671444618434,7.07208808141546e-09
Primary analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),VGF;Neurosecretory protein VGF,3874,0.131139215357588,2.50435547630292e-16
Primary analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),VGF;Neurosecretory protein VGF,3874,0.127550021695804,1.60085591261105e-15
Primary analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),VGF;Neurosecretory protein VGF,3874,0.111712593163481,3.1081292200104e-12
Primary analysis,Susceptibility weighted MRI,Median T2star in putamen (right),DPP10;Inactive dipeptidyl peptidase 10,5189,0.0802332117650445,7.14349611323877e-09
Primary analysis,Volume of global and regional brain,Volume of G+S-cingul-Ant (right hemisphere),VGF;Neurosecretory protein VGF,3874,0.107826659953368,1.71128238227492e-11
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter,VGF;Neurosecretory protein VGF,3983,0.106290907058354,1.75496889877694e-11
Primary analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),VGF;Neurosecretory protein VGF,3874,0.107204671675228,2.23615244774493e-11
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter (normalised for head size),VGF;Neurosecretory protein VGF,3983,0.104903644639416,3.20531882245707e-11
Primary analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),VGF;Neurosecretory protein VGF,3874,0.100768717099015,3.25804694234936e-10
Primary analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),VGF;Neurosecretory protein VGF,3874,0.0987529679826557,7.29259312650017e-10
Primary analysis,DTI dMRI,Mean L3 in fornix cres+stria terminalis on FA skeleton (right),GFAP;Glial fibrillary acidic protein,5322,0.0791261786065231,7.46455329855284e-09
Primary analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),VGF;Neurosecretory protein VGF,3874,0.0952988987581975,2.79581190089137e-09
Primary analysis,Volume of global and regional brain,"Volume of grey matter in Cingulate Gyrus, anterior division (right)",VGF;Neurosecretory protein VGF,3976,0.092287094729663,5.54851055967729e-09
Primary analysis,Volume of global and regional brain,Volume of caudalanteriorcingulate (left hemisphere),VGF;Neurosecretory protein VGF,3874,0.0931049140386728,6.40860974047676e-09
Primary analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),VWC2L;von Willebrand factor C domain-containing protein 2-like,3874,0.0941518548952491,4.32380572369528e-09
Primary analysis,NODDI dMRI,Weighted-mean OD in tract corticospinal tract (left),OMD;Osteomodulin,5505,0.0777603014401906,7.60817179199116e-09
Primary analysis,Volume of global and regional brain,Volume of peripheral cortical grey matter,VWC2L;von Willebrand factor C domain-containing protein 2-like,3983,0.0922000082899306,5.56172139530888e-09
sensitivity analysis,Volume of global and regional brain,Volume of MDm (left hemisphere),BCAN;Brevican core protein,4610,0.08641689,4.18e-09
sensitivity analysis,Volume of global and regional brain,Volume of Pons (whole brain),TMPRSS5;Transmembrane protease serine 5,4592,0.09217658,3.9e-10
sensitivity analysis,Volume of global and regional brain,Volume of Whole-brainstem (whole brain),TMPRSS5;Transmembrane protease serine 5,4592,0.09646954,5.73e-11
sensitivity analysis,Volume of global and regional brain,Volume of Whole-hippocampal-head (left hemisphere),BCAN;Brevican core protein,4610,0.08564145,5.75e-09
sensitivity analysis,Volume of global and regional brain,Volume of Whole-hippocampal-head (right hemisphere),BCAN;Brevican core protein,4610,0.08583125,5.32e-09
sensitivity analysis,Volume of global and regional brain,Volume of Whole-hippocampus (left hemisphere),BCAN;Brevican core protein,4610,0.08946033,1.17e-09
sensitivity analysis,Volume of global and regional brain,Volume of Whole-hippocampus (right hemisphere),BCAN;Brevican core protein,4610,0.08997956,9.35e-10
sensitivity analysis,Volume of global and regional brain,Volume of G+S-cingul-Ant (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11681775,1.95e-15
sensitivity analysis,Volume of global and regional brain,Volume of G+S-cingul-Ant (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.1059485,9.33e-10
sensitivity analysis,Volume of global and regional brain,Volume of G-front-middle (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.10698932,3.54e-13
sensitivity analysis,Volume of global and regional brain,Volume of G-front-middle (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.09080419,6.96e-10
sensitivity analysis,Volume of global and regional brain,Volume of G-orbital (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.08791588,2.37e-09
sensitivity analysis,Volume of global and regional brain,Volume of G-temp-sup-Lateral (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4595,0.08594582,5.37e-09
sensitivity analysis,Volume of global and regional brain,Volume of caudalanteriorcingulate (left hemisphere),VGF;Neurosecretory protein VGF,3321,0.10118156,5.11e-09
sensitivity analysis,Volume of global and regional brain,Volume of insula (left hemisphere),NCAN;Neurocan core protein,4684,0.08514544,5.33e-09
sensitivity analysis,Volume of global and regional brain,Volume of lateralorbitofrontal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.0919648,4.21e-10
sensitivity analysis,Volume of global and regional brain,Volume of precuneus (right hemisphere),NCAN;Neurocan core protein,4683,0.08465641,6.55e-09
sensitivity analysis,Volume of global and regional brain,Volume of precuneus (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4595,0.09342024,2.23e-10
sensitivity analysis,Volume of global and regional brain,Volume of precuneus (right hemisphere),NCAN;Neurocan core protein,4683,0.08718585,2.28e-09
sensitivity analysis,Volume of global and regional brain,Volume of precuneus (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4595,0.09386437,1.83e-10
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),NCAN;Neurocan core protein,4683,0.10501896,5.82e-13
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4595,0.12049067,2.5e-16
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),SEZ6L;Seizure 6-like protein,4654,0.08561556,4.92e-09
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.0878702,1.77e-09
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),NCAN;Neurocan core protein,4684,0.11458307,3.67e-15
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.1220026,1.04e-16
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11019462,6.82e-14
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.10712338,6.06e-10
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.08695921,2.6e-09
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11601159,3.04e-15
sensitivity analysis,Volume of global and regional brain,Volume of rostralmiddlefrontal (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.10959279,2.41e-10
sensitivity analysis,Volume of global and regional brain,Volume of superiortemporal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.08695326,3.54e-09
sensitivity analysis,Volume of global and regional brain,Volume of superiortemporal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.08630438,4.62e-09
sensitivity analysis,Volume of global and regional brain,Volume of 3rd-Ventricle (whole brain),OMG;Oligodendrocyte-myelin glycoprotein,4618,-0.0921445,3.53e-10
sensitivity analysis,Volume of global and regional brain,Volume of Brain-Stem (whole brain),TMPRSS5;Transmembrane protease serine 5,4592,0.09503661,1.1e-10
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),BCAN;Brevican core protein,4610,0.11309505,1.35e-14
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),KLK6;Kallikrein-6,4647,0.14136445,3.57e-22
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.15288315,7.67e-26
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),NCAN;Neurocan core protein,4684,0.11940431,2.42e-16
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11395827,9.28e-15
sensitivity analysis,Volume of global and regional brain,Volume of BrainSeg (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.12128614,4.68e-12
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),BCAN;Brevican core protein,4610,0.12695106,5.05e-18
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),KLK6;Kallikrein-6,4647,0.13997221,9.12e-22
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.1507253,3.73e-25
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),NCAN;Neurocan core protein,4684,0.12034601,1.41e-16
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11418904,8.19e-15
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVent (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.11752038,2.1e-11
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),BCAN;Brevican core protein,4610,0.13279461,1.38e-19
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),KLK6;Kallikrein-6,4647,0.14439952,4.47e-23
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.15378851,3.93e-26
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),NCAN;Neurocan core protein,4684,0.12695094,2.75e-18
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11622418,2.7e-15
sensitivity analysis,Volume of global and regional brain,Volume of BrainSegNotVentSurf (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.12497935,1.03e-12
sensitivity analysis,Volume of global and regional brain,Volume of CC-Anterior (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.08546393,4.86e-09
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (left hemisphere),BCAN;Brevican core protein,4610,0.12963012,9.88e-19
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (left hemisphere),KLK6;Kallikrein-6,4647,0.16742268,1.46e-30
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (left hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.16204322,7.23e-29
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (left hemisphere),NCAN;Neurocan core protein,4684,0.09855124,1.38e-11
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (right hemisphere),BCAN;Brevican core protein,4610,0.13004623,7.65e-19
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (right hemisphere),KLK6;Kallikrein-6,4647,0.16488845,1.11e-29
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.15708784,3.3e-27
sensitivity analysis,Volume of global and regional brain,Volume of CerebralWhiteMatter (right hemisphere),NCAN;Neurocan core protein,4684,0.09695069,2.95e-11
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),NCAN;Neurocan core protein,4684,0.12051523,1.27e-16
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.14550346,3.61e-23
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.13093408,3.71e-14
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),SEZ6L;Seizure 6-like protein,4655,0.10020724,7.27e-12
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3229,0.1369073,5.56e-15
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (left hemisphere),VGF;Neurosecretory protein VGF,3321,0.12779966,1.44e-13
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),NCAN;Neurocan core protein,4684,0.10546125,4.62e-13
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.14083493,8.56e-22
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.11524905,2.79e-11
